day,workers,brood,queen,extinct,plants,corpses,food_sites,sugar,protein,births,deaths,soil_moved,minerals,temperature_c,rain_mm_h,worker_actions
0.0000,29,0,1,0,12,0,0,11400.0000,936.0000,0,0,0,322288,10.0608,0.0000,0
1.0000,29,2,1,0,13,0,0,11907.0000,920.0000,0,0,758,322288,10.9608,0.0000,298122
2.0000,29,4,1,0,14,0,0,12237.0000,904.0000,0,0,1304,322288,11.7608,0.0000,572166
3.0000,29,6,1,0,14,0,0,11892.0000,888.0000,0,0,1384,322288,13.4608,0.0000,857728
4.0000,29,8,1,0,15,0,0,13059.0000,1221.0000,0,0,1456,322288,10.5608,0.0000,1144090
5.0000,29,10,1,0,17,0,0,14201.0000,1205.0000,0,0,1510,322288,11.0608,0.0000,1440526
6.0000,29,12,1,0,18,0,7,15100.0000,1189.0000,0,0,1556,322288,9.9608,0.0000,1687771
7.0000,29,14,1,0,18,0,7,15243.0000,1173.0000,0,0,1584,322288,8.4608,0.0000,1904224
8.0000,29,16,1,0,18,0,10,16294.0000,1157.0000,0,0,1612,322288,7.6608,0.0000,2118865
9.0000,29,18,1,0,19,0,9,16683.0000,1141.0000,0,0,1640,322288,9.1608,0.0000,2330301
10.0000,29,20,1,0,19,0,11,17784.0000,1125.0000,0,0,1662,322288,8.8608,0.0000,2536908
11.0000,29,22,1,0,19,0,9,18527.0000,1629.0000,0,0,1680,322288,9.4608,0.0000,2758226
12.0000,29,24,1,0,19,0,10,18726.0000,2268.0000,0,0,1694,322288,11.7608,0.0000,2971052
13.0000,29,26,1,0,19,0,14,18941.0000,2252.0000,0,0,1704,322288,11.9608,0.0000,3179811
14.0000,29,28,1,0,19,0,16,19342.0000,2236.0000,0,0,1712,322288,9.0608,0.0000,3396620
15.0000,29,30,1,0,19,0,20,20637.0000,2820.0000,0,0,1720,322288,10.2608,0.0000,3612421
16.0000,29,32,1,0,19,0,20,21557.0000,2804.0000,0,0,1726,322288,9.1608,0.0000,3822706
17.0000,29,34,1,0,19,0,20,22326.0000,2676.0000,0,0,1734,322288,8.5608,0.0000,4038684
18.0000,29,36,1,0,19,0,21,23006.0000,2500.0000,0,0,1738,322288,11.7608,0.0000,4257108
19.0000,29,38,1,0,19,0,22,24031.0000,2276.0000,0,0,1752,322288,11.6608,0.0000,4466598
20.0000,29,40,1,0,19,0,28,24643.0000,2901.0000,0,0,1770,322288,12.2608,0.0000,4673552
21.0000,29,42,1,0,19,0,31,25622.0000,2573.0000,0,0,1770,322288,11.6608,0.0000,4885106
22.0000,29,44,1,0,19,0,33,26311.0000,2149.0000,0,0,1782,322288,11.5608,0.0000,5104152
23.0000,29,46,1,0,19,0,32,26410.0000,1717.0000,0,0,1794,322288,7.5608,0.0000,5305457
24.0000,29,48,1,0,19,0,34,28018.0000,1229.0000,0,0,1814,322288,8.5608,0.0000,5521554
25.0000,29,50,1,0,19,0,33,28434.0000,693.0000,0,0,1828,322288,11.0608,0.0000,5735381
26.0000,29,52,1,0,19,0,34,28726.0000,110.0000,0,0,1838,322288,9.4608,0.0000,5950149
27.0000,29,52,1,0,19,0,39,28424.0000,4.0000,0,0,1846,322288,9.6608,0.0000,6166992
28.0000,29,53,1,0,19,0,44,30152.0000,32.0000,0,0,1858,322288,8.7608,0.0000,6379676
29.0000,29,55,1,0,19,0,45,31802.0000,16.0000,0,0,1866,322288,8.7608,0.0000,6585780
30.0000,29,55,1,0,19,2,47,32333.0000,84.0000,0,0,1868,322288,9.3608,0.0000,6794800
31.0000,29,56,1,0,19,3,47,32612.0000,80.0000,0,0,1882,322288,10.7608,0.0000,7013683
32.0000,29,57,1,0,17,4,45,32533.0000,64.0000,0,0,1898,322288,11.2608,0.0000,7232175
33.0000,29,58,1,0,18,5,46,32482.0000,48.0000,0,0,1906,322288,11.1608,0.0000,7446260
34.0000,29,58,1,0,17,7,47,32215.0000,32.0000,0,0,1916,322288,12.0608,0.0000,7660218
35.0000,29,58,1,0,17,9,47,32918.0000,16.0000,0,0,1922,322288,9.8608,0.0000,7876098
36.0000,29,45,1,0,17,24,47,33952.0000,0.0000,0,0,1938,322288,12.5608,0.0000,8114174
37.0000,29,33,1,0,17,36,49,34465.0000,0.0000,0,0,1944,322288,15.2608,0.0000,8364768
38.0000,29,33,1,0,17,37,51,35329.0000,35.0000,0,0,1962,322288,14.1608,0.0000,8586627
39.0000,29,35,1,0,16,37,50,36060.0000,12.0000,0,0,1970,322288,13.8608,0.0000,8797038
40.0000,29,37,1,0,14,37,53,36579.0000,232.0000,0,0,1984,322288,12.7608,0.0000,9013027
41.0000,29,39,1,0,13,37,53,36452.0000,52.0000,0,0,1988,322288,12.8608,0.0000,9225931
42.0000,29,41,1,0,13,37,50,36280.0000,36.0000,0,0,2004,322288,13.9608,0.0000,9439606
43.0000,29,43,1,0,13,37,50,35486.0000,68.0000,0,0,2012,322288,13.9608,0.0000,9641011
44.0000,29,45,1,0,12,37,49,35130.0000,52.0000,0,0,2020,322288,15.5608,1.7031,9854352
45.0000,29,46,1,0,12,38,48,36866.0000,36.0000,0,0,2030,322288,15.3608,0.0000,10063493
46.0000,29,44,1,0,12,42,47,35182.0000,20.0000,0,0,2034,322288,15.7608,0.0000,10278153
47.0000,29,43,1,0,12,45,50,37741.0000,4.0000,0,0,2040,322288,14.8608,0.0000,10491989
48.0000,29,37,1,0,11,51,49,40956.0000,4.0000,0,0,2050,322288,12.6608,0.0000,10701809
49.0000,29,27,1,0,11,61,50,40783.0000,4.0000,0,0,2052,322288,18.4608,0.0000,10929290
50.0000,29,25,1,0,11,63,49,41535.0000,4.0000,0,0,2060,322288,17.7608,0.0000,11140577
51.0000,29,22,1,0,9,64,47,42532.0000,4.0000,0,0,2080,322288,14.1608,0.0000,11351338
52.0000,29,20,1,0,9,65,42,43447.0000,4.0000,0,0,2104,322288,13.8608,0.0000,11569430
53.0000,29,19,1,0,9,65,39,41149.0000,4.0000,0,0,2108,322288,17.6608,0.0000,11790508
54.0000,29,19,1,0,9,64,41,39247.0000,4.0000,0,0,2112,322288,13.7608,0.0000,12003333
55.0000,29,17,1,0,10,64,41,39943.0000,4.0000,0,0,2120,322288,13.0608,0.0000,12220918
56.0000,29,15,1,0,10,64,39,37864.0000,4.0000,0,0,2120,322288,15.7608,0.0000,12442728
57.0000,29,14,1,0,10,55,42,38746.0000,807.0000,0,0,2126,322288,12.3608,0.0000,12657901
58.0000,29,16,1,0,10,39,43,39200.0000,974.0000,0,0,2126,322288,10.9608,0.0000,12875479
59.0000,29,18,1,0,10,38,40,39859.0000,654.0000,0,0,2136,322288,11.5608,0.0000,13089621
60.0000,29,20,1,0,8,38,38,39319.0000,299.0000,0,0,2138,322288,12.5608,0.0000,13302343
61.0000,29,22,1,0,8,38,40,37652.0000,28.0000,0,0,2146,322288,13.0608,0.0000,13527814
62.0000,29,24,1,0,9,38,41,35651.0000,349.0000,0,0,2154,322288,16.1608,1.4902,13742921
63.0000,29,26,1,0,10,38,40,34544.0000,44.0000,0,0,2164,322288,15.9608,0.0000,13962942
64.0000,29,28,1,0,11,38,38,33334.0000,28.0000,0,0,2172,322288,17.0608,0.1064,14179278
65.0000,29,30,1,0,12,38,38,32275.0000,12.0000,0,0,2176,322288,15.5608,0.0000,14395083
66.0000,29,31,1,0,12,37,37,31089.0000,4.0000,0,0,2182,322288,15.3608,0.0000,14608851
67.0000,29,33,1,0,11,34,34,30405.0000,487.0000,0,0,2184,322288,13.8608,0.0000,14831585
68.0000,29,35,1,0,11,30,34,29455.0000,608.0000,0,0,2192,322288,14.5608,0.0000,15042064
69.0000,29,37,1,0,11,24,35,28409.0000,288.0000,0,0,2196,322288,12.7608,0.0000,15266713
70.0000,29,39,1,0,10,14,33,27089.0000,60.0000,0,0,2204,322288,16.5608,0.0000,15483026
71.0000,29,41,1,0,9,12,35,26445.0000,44.0000,0,0,2220,322288,15.2608,0.0000,15705089
72.0000,29,43,1,0,8,9,36,25925.0000,28.0000,0,0,2226,322288,12.9608,0.0000,15921322
73.0000,29,45,1,0,9,7,34,25274.0000,12.0000,0,0,2238,322288,12.5608,0.0000,16137238
74.0000,29,46,1,0,9,7,33,24107.0000,68.0000,0,0,2244,322288,13.6608,0.0000,16363371
75.0000,29,47,1,0,10,8,31,23579.0000,52.0000,0,0,2252,322288,11.5608,0.0000,16571445
76.0000,29,48,1,0,11,7,30,23608.0000,36.0000,0,0,2254,322288,12.7608,0.0000,16789883
77.0000,29,48,1,0,12,7,30,23657.0000,20.0000,0,0,2256,322288,12.9608,0.3193,17008506
78.0000,29,48,1,0,12,7,27,22316.0000,4.0000,0,0,2258,322288,15.2608,0.4258,17221951
79.0000,29,41,1,0,12,15,23,21149.0000,686.0000,0,0,2260,322288,12.2608,0.0000,17453098
80.0000,29,43,1,0,12,15,29,21872.0000,716.0000,0,0,2268,322288,11.0608,0.0000,17678497
81.0000,29,45,1,0,12,15,28,22704.0000,271.0000,0,0,2322,322288,12.5608,0.0000,18003442
82.0000,29,47,1,0,12,15,27,23565.0000,53.0000,0,0,2326,322288,14.4608,0.5322,18232595
83.0000,29,49,1,0,13,15,27,22704.0000,37.0000,0,0,2332,322288,16.7608,0.0000,18455695
84.0000,29,51,1,0,13,15,25,23564.0000,21.0000,0,0,2340,322288,16.1608,0.0000,18666119
85.0000,29,52,1,0,13,16,25,24958.0000,5.0000,0,0,2352,322288,14.7608,0.0000,18875370
86.0000,29,51,1,0,14,18,28,26646.0000,57.0000,0,0,2360,322288,13.3608,1.2773,19083220
87.0000,29,53,1,0,14,18,29,26254.0000,41.0000,0,0,2364,322288,14.3608,0.0000,19297247
88.0000,29,53,1,0,14,20,28,26685.0000,25.0000,0,0,2376,322288,15.0608,0.0000,19508392
89.0000,29,53,1,0,14,22,28,26184.0000,9.0000,0,0,2388,322288,14.0608,0.0000,19729118
90.0000,29,54,1,0,15,23,27,26939.0000,362.0000,0,0,2396,322288,14.8608,0.1064,19933299
91.0000,29,56,1,0,15,23,30,26664.0000,582.0000,0,0,2402,322288,12.0608,0.3193,20135809
92.0000,29,58,1,0,15,23,27,25966.0000,69.0000,0,0,2440,322288,12.6608,0.0000,20463201
93.0000,29,60,1,0,15,23,31,28251.0000,690.0000,0,0,2444,322288,10.4608,0.0000,20665890
94.0000,29,62,1,0,17,23,33,30519.0000,61.0000,0,0,2452,322288,12.2608,0.0000,20870751
95.0000,29,64,1,0,19,22,32,32413.0000,81.0000,0,0,2456,322288,12.0608,0.0000,21067914
96.0000,29,65,1,0,19,22,31,34925.0000,65.0000,0,0,2460,322288,17.2608,0.0000,21278916
97.0000,29,64,1,0,19,24,28,34744.0000,49.0000,0,0,2466,322288,19.0608,0.0000,21488624
98.0000,29,63,1,0,19,25,33,36496.0000,33.0000,0,0,2476,322288,15.7608,0.0000,21699961
99.0000,29,63,1,0,19,25,33,36756.0000,17.0000,0,0,2480,322288,16.5608,0.0000,21919768
100.0000,29,49,1,0,20,34,36,36991.0000,25.0000,0,0,2484,322288,14.3608,0.0000,22140980
101.0000,35,43,1,0,20,35,33,35878.0000,145.0000,6,0,2486,322288,14.8608,0.4258,22362982
102.0000,37,43,1,0,20,35,35,37626.0000,112.0000,8,0,2492,322288,13.6608,0.0000,22612417
103.0000,37,45,1,0,20,35,38,39039.0000,85.0000,8,0,2496,322288,14.7608,0.0000,22881607
104.0000,37,47,1,0,20,35,38,39171.0000,69.0000,8,0,2500,322288,15.3608,0.0000,23147397
105.0000,37,49,1,0,20,35,42,38131.0000,77.0000,8,0,2506,322288,16.2608,2.7676,23427366
106.0000,38,50,1,0,20,35,46,40576.0000,73.0000,9,0,2510,322288,16.8608,0.0000,23703843
107.0000,38,52,1,0,20,33,45,42294.0000,57.0000,9,0,2514,322288,14.5608,0.0000,23996052
108.0000,38,53,1,0,20,33,48,43258.0000,41.0000,9,0,2520,322288,16.5608,0.0000,24277474
109.0000,38,54,1,0,20,32,52,43591.0000,61.0000,9,0,2530,322288,15.9608,0.0000,24548987
110.0000,38,54,1,0,20,32,51,43693.0000,45.0000,9,0,2534,322288,15.5608,0.1064,24810647
111.0000,38,53,1,0,20,34,51,43973.0000,89.0000,9,0,2536,322288,12.0608,0.0000,25086926
112.0000,38,53,1,0,19,36,53,44022.0000,73.0000,9,0,2544,322288,11.7608,0.0000,25365331
113.0000,38,52,1,0,19,39,53,43886.0000,57.0000,9,0,2552,322288,10.8608,0.0000,25644398
114.0000,38,52,1,0,19,41,53,43477.0000,41.0000,9,0,2566,322288,12.2578,0.0000,25921980
115.0000,38,53,1,0,19,42,55,42826.0000,25.0000,9,0,2578,322288,11.6177,0.0000,26222704
116.0000,38,41,1,0,19,56,57,43189.0000,9.0000,9,0,2580,322288,9.0159,0.0000,26494352
117.0000,38,39,1,0,19,58,59,43293.0000,1.0000,9,0,2590,322288,8.6429,0.0000,26776474
118.0000,38,37,1,0,18,57,60,43637.0000,1.0000,9,0,2594,322288,10.1248,0.0000,27061689
119.0000,38,36,1,0,18,55,60,44405.0000,1.0000,9,0,2596,322288,11.0248,0.0000,27333514
120.0000,38,36,1,0,18,54,61,44802.0000,202.0000,9,0,2600,322288,11.8248,0.0000,27595508
121.0000,38,38,1,0,17,39,59,42803.0000,45.0000,9,0,2612,322288,13.5248,0.0000,27874888
122.0000,38,40,1,0,17,36,62,44616.0000,29.0000,9,0,2616,322288,10.6248,0.0000,28148852
123.0000,38,42,1,0,17,36,65,46210.0000,133.0000,9,0,2622,322288,11.1248,0.0000,28405454
124.0000,38,44,1,0,17,36,65,47158.0000,45.0000,9,0,2628,322288,10.0248,0.0000,28682828
125.0000,41,43,1,0,17,36,61,46284.0000,53.0000,12,0,2630,322288,8.5248,0.0000,28961909
126.0000,44,43,1,0,18,36,61,47941.0000,92.0000,15,0,2632,322288,7.7248,0.0000,29262702
127.0000,44,46,1,0,16,36,60,47510.0000,65.0000,15,0,2632,322288,9.2248,0.0000,29580471
128.0000,44,49,1,0,16,36,59,48506.0000,41.0000,15,0,2638,322288,8.9248,0.0000,29902619
129.0000,44,52,1,0,16,35,56,48711.0000,544.0000,15,0,2646,322288,9.5248,0.0000,30224698
130.0000,44,53,1,0,16,37,54,47872.0000,41.0000,15,0,2648,322288,11.8248,0.0000,30546073
131.0000,44,51,1,0,15,39,56,47105.0000,17.0000,15,0,2654,322288,12.0248,0.0000,30875545
132.0000,44,49,1,0,15,40,53,46481.0000,1.0000,15,0,2662,322288,9.1248,0.0000,31198968
133.0000,44,46,1,0,14,41,54,47692.0000,1.0000,15,0,2670,322288,10.3248,0.0000,31508200
134.0000,44,46,1,0,13,40,54,47809.0000,21.0000,15,0,2680,322288,9.2248,0.0000,31818464
135.0000,44,43,1,0,13,43,52,47450.0000,5.0000,15,0,2688,322288,8.6248,0.0000,32135001
136.0000,44,41,1,0,11,44,48,47121.0000,5.0000,15,0,2692,322288,11.8248,0.0000,32464728
137.0000,44,43,1,0,11,31,50,46665.0000,125.0000,15,0,2696,322288,11.7248,0.0000,32799865
138.0000,44,46,1,0,11,27,47,45687.0000,13.0000,15,0,2696,322288,12.3248,0.0000,33142974
139.0000,44,47,1,0,11,25,46,45256.0000,5.0000,15,0,2704,322288,11.7248,0.0000,33477093
140.0000,44,47,1,0,10,24,44,44571.0000,5.0000,15,0,2712,322288,11.6248,0.0000,33818582
141.0000,44,46,1,0,10,24,43,43158.0000,5.0000,15,0,2718,322288,7.6248,0.0000,34155512
142.0000,44,44,1,0,10,26,42,43304.0000,5.0000,15,0,2724,322288,8.6248,0.0000,34487992
143.0000,44,32,1,0,10,38,42,42434.0000,5.0000,15,0,2730,322288,11.1248,0.0000,34824897
144.0000,44,29,1,0,10,41,42,41561.0000,5.0000,15,0,2734,322288,9.5248,0.0000,35155142
145.0000,44,26,1,0,10,44,43,40240.0000,5.0000,15,0,2740,322288,9.7248,0.0000,35491339
146.0000,44,24,1,0,9,47,41,40924.0000,45.0000,15,0,2742,322288,8.8248,0.0000,35825234
147.0000,44,27,1,0,7,47,41,41272.0000,351.0000,15,0,2746,322288,8.8248,0.0000,36152202
148.0000,44,30,1,0,7,47,38,40044.0000,45.0000,15,0,2752,322288,9.4248,0.0000,36488611
149.0000,44,33,1,0,9,47,37,38791.0000,1141.0000,15,0,2754,322288,10.8248,0.0000,36818282
150.0000,44,36,1,0,9,47,34,37527.0000,637.0000,15,0,2760,322288,11.3248,0.0000,37151490
151.0000,44,39,1,0,9,45,36,36650.0000,769.0000,15,0,2770,322288,11.2248,0.0000,37473251
152.0000,44,42,1,0,9,40,38,35525.0000,1001.0000,15,0,2772,322288,12.1248,0.0000,37807957
153.0000,44,45,1,0,9,36,36,35166.0000,419.0000,15,0,2780,322288,9.9248,0.0000,38137038
154.0000,44,48,1,0,9,33,35,34981.0000,21.0000,15,0,2788,322288,12.6248,0.0000,38458446
155.0000,44,50,1,0,8,31,32,34382.0000,5.0000,15,0,2790,322288,15.3248,0.0000,38786982
156.0000,44,53,1,0,7,26,32,33718.0000,5.0000,15,0,2794,322288,14.2248,0.0000,39114894
157.0000,44,54,1,0,8,24,31,32671.0000,33.0000,15,0,2798,322288,13.9248,0.0000,39446075
158.0000,44,56,1,0,9,25,28,32009.0000,45.0000,15,0,2802,322288,12.8248,0.0000,39772696
159.0000,44,57,1,0,10,27,28,31491.0000,21.0000,15,0,2812,322288,12.9248,0.0000,40106527
160.0000,44,59,1,0,9,28,26,31100.0000,9.0000,15,0,2816,322288,14.0248,0.0000,40420033
161.0000,44,60,1,0,10,28,23,30030.0000,1.0000,15,0,2820,322288,14.0248,0.0000,40753420
162.0000,44,60,1,0,10,27,21,29254.0000,1.0000,15,0,2826,322288,15.6248,1.6920,41081344
163.0000,44,54,1,0,10,34,22,29215.0000,46.0000,15,0,2828,322288,15.4248,0.0000,41413335
164.0000,44,57,1,0,9,22,22,27820.0000,22.0000,15,0,2832,322288,15.8248,0.0000,41740917
165.0000,44,59,1,0,9,19,24,27913.0000,6.0000,15,0,2836,322288,14.9248,0.0000,42066503
166.0000,44,59,1,0,9,16,22,28863.0000,6.0000,15,0,2838,322288,12.7248,0.0000,42395283
167.0000,44,58,1,0,9,16,23,28818.0000,44.0000,15,0,2842,322288,18.5248,0.0000,42718566
168.0000,42,59,1,0,10,20,23,28396.0000,20.0000,15,2,2842,322288,17.8248,0.0000,43031970
169.0000,42,60,1,0,10,22,22,29310.0000,44.0000,15,2,2850,322288,14.2248,0.0000,43331589
170.0000,41,59,1,0,14,27,26,30180.0000,478.0000,15,3,2854,322288,13.9248,0.0000,43643589
171.0000,41,62,1,0,14,27,22,29008.0000,44.0000,15,3,2856,322288,17.7248,0.0000,43930917
172.0000,40,65,1,0,14,28,21,27791.0000,20.0000,15,4,2858,322288,13.8248,0.0000,44213322
173.0000,39,67,1,0,14,29,21,28843.0000,4.0000,15,5,2862,322288,13.1248,0.0000,44511735
174.0000,39,65,1,0,15,31,18,28100.0000,4.0000,15,5,2866,322288,15.8248,0.0000,44798459
175.0000,39,60,1,0,15,36,21,29776.0000,438.0000,15,5,2872,322288,12.4248,0.0000,45091852
176.0000,39,49,1,0,15,49,21,31350.0000,24.0000,15,5,2876,322288,11.0248,0.0000,45365434
177.0000,39,49,1,0,15,51,22,33058.0000,8.0000,15,5,2884,322288,11.6248,0.0000,45649217
178.0000,39,50,1,0,16,52,26,33714.0000,16.0000,15,5,2890,322288,12.6248,0.0000,45932411
179.0000,39,52,1,0,17,51,28,34003.0000,60.0000,15,5,2896,322288,13.1248,0.0000,46218588
180.0000,39,54,1,0,17,49,27,33786.0000,44.0000,15,5,2898,322288,16.2248,1.4805,46491783
181.0000,39,56,1,0,18,48,29,34974.0000,28.0000,15,5,2900,322288,16.0248,0.0000,46775108
182.0000,37,58,1,0,18,50,30,34622.0000,12.0000,15,7,2906,322288,17.1248,0.1057,47062675
183.0000,37,58,1,0,19,51,30,35290.0000,4.0000,15,7,2912,322288,15.6248,0.0000,47338189
184.0000,36,42,1,0,19,59,29,34987.0000,4.0000,15,8,2916,322288,15.4248,0.0000,47606734
185.0000,36,43,1,0,19,60,35,35953.0000,24.0000,15,8,2918,322288,13.9248,0.0000,47863881
186.0000,43,37,1,0,19,61,31,36688.0000,8.0000,23,9,2920,322288,14.6248,0.0000,48138867
187.0000,43,39,1,0,19,62,31,37424.0000,20.0000,24,10,2926,322288,12.8248,0.0000,48444694
188.0000,43,41,1,0,19,59,33,37239.0000,4.0000,24,10,2930,322288,16.6248,0.0000,48750465
189.0000,43,40,1,0,19,59,37,39482.0000,32.0000,24,10,2936,322288,15.3248,0.0000,49056916
190.0000,43,42,1,0,19,58,38,42319.0000,8.0000,25,11,2936,322288,13.0248,0.0000,49368192
191.0000,43,43,1,0,19,55,39,45357.0000,0.0000,25,11,2944,322288,12.6248,0.0000,49678845
192.0000,43,43,1,0,19,54,42,44743.0000,0.0000,25,11,2950,322288,13.7248,0.0000,49996578
193.0000,43,41,1,0,19,56,44,46371.0000,0.0000,25,11,2954,322288,11.6248,0.0000,50302227
194.0000,42,30,1,0,18,68,43,49212.0000,0.0000,25,12,2954,322288,12.8248,0.0000,50620394
195.0000,42,23,1,0,18,73,45,51405.0000,0.0000,25,12,2958,322288,13.0248,0.3172,50920816
196.0000,42,26,1,0,18,68,48,48607.0000,24.0000,25,12,2962,322288,15.3248,0.4230,51235276
197.0000,42,29,1,0,18,55,46,45880.0000,0.0000,25,12,2962,322288,12.3248,0.0000,51537556
198.0000,42,32,1,0,18,53,51,48337.0000,15.0000,25,12,2968,322288,11.1248,0.0000,51834330
199.0000,42,33,1,0,18,52,52,50723.0000,4.0000,25,12,2970,322288,12.6248,0.0000,52144426
200.0000,42,33,1,0,18,52,56,52812.0000,4.0000,25,12,2970,322288,14.5248,0.5287,52457375
201.0000,41,33,1,0,19,53,52,50389.0000,4.0000,25,13,2974,322288,16.8248,0.0000,52768165
202.0000,41,32,1,0,19,54,53,52487.0000,4.0000,25,13,2984,322288,16.2248,0.0000,53072044
203.0000,40,26,1,0,19,61,57,54254.0000,4.0000,25,14,2990,322288,14.8248,0.0000,53378635
204.0000,40,19,1,0,19,67,58,56463.0000,4.0000,25,14,3000,322288,13.4248,1.2690,53655841
205.0000,40,16,1,0,19,54,54,54760.0000,4.0000,25,14,3004,322288,14.4248,0.0000,53952266
206.0000,40,15,1,0,19,54,59,54521.0000,4.0000,25,14,3006,322288,15.1248,0.0000,54247381
207.0000,40,13,1,0,19,56,59,52656.0000,4.0000,25,14,3014,322288,14.1248,0.0000,54541275
208.0000,40,10,1,0,19,59,58,53177.0000,4.0000,25,14,3024,322288,14.9248,0.1057,54821940
209.0000,39,10,1,0,18,60,57,51541.0000,4.0000,25,15,3030,322288,12.1248,0.3172,55110377
210.0000,39,10,1,0,18,58,60,49441.0000,4.0000,25,15,3030,322288,12.7248,0.0000,55399170
211.0000,39,10,1,0,18,58,63,51769.0000,4.0000,25,15,3032,322288,10.5248,0.0000,55695162
212.0000,39,10,1,0,18,58,65,54090.0000,4.0000,25,15,3036,322288,12.3248,0.0000,55978760
213.0000,39,8,1,0,18,60,66,56081.0000,4.0000,25,15,3044,322288,12.1248,0.0000,56279485
214.0000,39,10,1,0,17,58,70,58868.0000,160.0000,25,15,3044,322288,17.3248,0.0000,56563531
215.0000,39,12,1,0,17,48,68,57982.0000,32.0000,25,15,3044,322288,19.1248,0.0000,56835387
216.0000,39,14,1,0,18,40,68,59466.0000,16.0000,25,15,3060,322288,15.8248,0.0000,57126514
217.0000,39,16,1,0,17,40,68,58524.0000,201.0000,25,15,3064,322288,16.6248,0.0000,57405349
218.0000,39,18,1,0,16,40,68,57170.0000,978.0000,25,15,3070,322288,14.4248,0.0000,57685673
219.0000,39,20,1,0,16,40,66,54079.0000,770.0000,25,15,3072,322288,14.9248,0.4230,57979956
220.0000,39,22,1,0,16,40,68,54281.0000,562.0000,25,15,3072,322288,13.7248,0.0000,58265151
221.0000,39,24,1,0,16,40,68,54063.0000,359.0000,25,15,3076,322288,14.8248,0.0000,58551120
222.0000,39,26,1,0,16,40,66,52797.0000,152.0000,25,15,3088,322288,15.4248,0.0000,58839251
223.0000,38,26,1,0,15,40,63,49914.0000,4.0000,25,16,3106,322288,16.3248,2.7495,59126741
224.0000,38,26,1,0,14,39,61,50298.0000,4.0000,25,16,3114,322288,16.9248,0.0000,59410083
225.0000,37,26,1,0,13,28,61,49398.0000,4.0000,25,17,3116,322288,14.6248,0.0000,59687783
226.0000,37,26,1,0,13,25,61,48407.0000,4.0000,25,17,3116,322288,16.6248,0.0000,59960596
227.0000,37,27,1,0,13,24,62,46968.0000,46.0000,25,17,3122,322288,16.0248,0.0000,60225830
228.0000,37,29,1,0,13,22,60,45497.0000,16.0000,25,17,3124,322288,15.6248,0.1057,60485434
229.0000,37,31,1,0,13,19,55,44297.0000,0.0000,25,17,3126,322288,12.1248,0.0000,60760593
230.0000,37,32,1,0,11,19,54,43027.0000,45.0000,25,17,3128,322288,11.8248,0.0000,61041359
231.0000,37,33,1,0,11,20,52,41282.0000,292.0000,25,17,3130,322288,10.9248,0.0000,61311279
232.0000,37,35,1,0,11,20,56,39705.0000,888.0000,25,17,3136,322288,12.2173,0.0000,61587313
233.0000,37,37,1,0,11,20,55,38021.0000,1081.0000,25,17,3138,322288,11.3280,0.0000,61883551
234.0000,37,39,1,0,11,18,54,36934.0000,499.0000,25,17,3142,322288,8.4287,0.0000,62163438
235.0000,37,41,1,0,11,18,50,35922.0000,376.0000,25,17,3148,322288,7.8065,0.0000,62448411
236.0000,37,43,1,0,11,18,47,35109.0000,494.0000,25,17,3148,322288,9.1839,0.0000,62720495
237.0000,37,45,1,0,10,18,45,34600.0000,58.0000,25,17,3148,322288,10.0839,0.0000,63002532
238.0000,36,47,1,0,8,19,46,33262.0000,37.0000,25,18,3152,322288,10.8839,0.0000,63284733
239.0000,35,49,1,0,9,20,43,30883.0000,45.0000,25,19,3156,322288,12.5839,0.0000,63560637
240.0000,35,51,1,0,10,20,43,30604.0000,29.0000,25,19,3156,322288,9.6839,0.0000,63820772
241.0000,35,53,1,0,10,20,40,30340.0000,13.0000,25,19,3158,322288,10.1839,0.0000,64079409
242.0000,35,54,1,0,9,21,39,29909.0000,63.0000,25,19,3160,322288,9.0839,0.0000,64350849
243.0000,34,53,1,0,9,25,37,28128.0000,47.0000,25,20,3160,322288,7.5839,0.0000,64596304
244.0000,34,54,1,0,8,26,37,27817.0000,31.0000,25,20,3164,322288,6.7839,0.0000,64863958
245.0000,34,56,1,0,8,26,36,26727.0000,15.0000,25,20,3168,322288,8.2839,0.0000,65129106
246.0000,34,57,1,0,8,27,36,26399.0000,35.0000,25,20,3174,322288,7.9839,0.0000,65386129
247.0000,34,57,1,0,9,29,34,25921.0000,79.0000,25,20,3174,322288,8.5839,0.0000,65634307
248.0000,34,58,1,0,9,30,29,25225.0000,404.0000,25,20,3176,322288,10.8839,0.0000,65885647
249.0000,34,60,1,0,10,30,31,24493.0000,1493.0000,25,20,3178,322288,11.0839,0.0000,66136685
250.0000,34,62,1,0,10,30,30,23899.0000,1368.0000,25,20,3180,322288,8.1839,0.0000,66383386
251.0000,33,64,1,0,9,31,31,23460.0000,727.0000,25,21,3182,322288,9.3839,0.0000,66635902
252.0000,33,66,1,0,9,30,28,23055.0000,851.0000,25,21,3182,322288,8.2839,0.0000,66886009
253.0000,33,68,1,0,9,30,27,22702.0000,465.0000,25,21,3188,322288,7.6839,0.0000,67139085
254.0000,32,70,1,0,11,31,24,22022.0000,317.0000,25,22,3188,322288,10.8839,0.0000,67389768
255.0000,30,72,1,0,11,33,22,21178.0000,59.0000,25,24,3190,322288,10.7839,0.0000,67627932
256.0000,30,74,1,0,11,33,23,21069.0000,43.0000,25,24,3200,322288,11.3839,0.0000,67848094
