#kind=historical_reanalysis
#name=Newcastle upon Tyne, May-August 2021
#source=Open-Meteo Historical Weather API; ECMWF ERA5
#source_url=https://archive-api.open-meteo.com/v1/archive?latitude=54.9783&longitude=-1.6178&start_date=2021-05-01&end_date=2021-09-01&hourly=temperature_2m%2Crain%2Cshortwave_radiation%2Cwind_speed_10m&timezone=GMT&wind_speed_unit=ms&models=era5
#raw_sha256=ca6210ba882279f2dcf60a2a8e54530e9d30a69dce49cb5a6abfcf50466d4fa0
#license=CC BY 4.0; credit Open-Meteo and Copernicus Climate Change Service
#time_basis=UTC; rain and solar shifted to interval-start; temperature and wind instantaneous
time_utc,temperature_c,rain_mm_hour,solar_wm2,wind_ms
2021-05-05T02:00,3.4,0.0,0.0,6.76
2021-05-05T03:00,3.1,0.0,0.0,6.56
2021-05-05T04:00,3.2,0.0,12.0,6.46
2021-05-05T05:00,3.3,0.0,104.0,6.41
2021-05-05T06:00,3.8,0.0,238.0,6.08
2021-05-05T07:00,4.9,0.0,409.0,6.67
2021-05-05T08:00,6.0,0.0,562.0,6.76
2021-05-05T09:00,7.0,0.0,657.0,6.22
2021-05-05T10:00,7.7,0.0,721.0,6.39
2021-05-05T11:00,8.7,0.0,757.0,6.12
2021-05-05T12:00,9.2,0.0,758.0,5.3
2021-05-05T13:00,9.0,0.1,709.0,4.52
2021-05-05T14:00,9.3,0.0,483.0,4.17
2021-05-05T15:00,8.5,0.2,411.0,3.71
2021-05-05T16:00,8.1,0.5,273.0,2.83
2021-05-05T17:00,6.6,0.9,125.0,2.53
2021-05-05T18:00,5.5,0.5,75.0,3.16
2021-05-05T19:00,5.2,0.3,10.0,2.37
2021-05-05T20:00,4.1,0.0,0.0,1.08
2021-05-05T21:00,3.6,0.0,0.0,1.36
2021-05-05T22:00,2.7,0.1,0.0,1.63
2021-05-05T23:00,2.3,0.0,0.0,2.51
2021-05-06T00:00,1.9,0.0,0.0,2.6
2021-05-06T01:00,1.3,0.0,0.0,2.6
2021-05-06T02:00,1.0,0.0,0.0,2.85
2021-05-06T03:00,0.8,0.0,0.0,2.98
2021-05-06T04:00,0.9,0.0,13.0,3.03
2021-05-06T05:00,0.8,0.0,110.0,3.35
2021-05-06T06:00,1.9,0.0,258.0,3.71
2021-05-06T07:00,3.8,0.0,414.0,3.75
2021-05-06T08:00,5.7,0.1,530.0,3.91
2021-05-06T09:00,6.8,0.0,553.0,4.23
2021-05-06T10:00,7.2,0.2,596.0,3.96
2021-05-06T11:00,7.3,0.0,637.0,3.28
2021-05-06T12:00,7.8,0.0,636.0,2.88
2021-05-06T13:00,7.2,0.1,706.0,2.36
2021-05-06T14:00,7.5,0.2,646.0,2.08
2021-05-06T15:00,8.0,0.2,446.0,2.12
2021-05-06T16:00,7.4,0.4,321.0,2.33
2021-05-06T17:00,7.2,0.0,213.0,2.33
2021-05-06T18:00,7.1,0.0,98.0,2.06
2021-05-06T19:00,6.3,0.0,17.0,2.1
2021-05-06T20:00,5.2,0.0,0.0,1.84
2021-05-06T21:00,4.7,0.0,0.0,2.28
2021-05-06T22:00,5.1,0.0,0.0,2.55
2021-05-06T23:00,4.3,0.0,0.0,2.94
2021-05-07T00:00,3.9,0.0,0.0,3.31
2021-05-07T01:00,4.0,0.0,0.0,3.62
2021-05-07T02:00,3.9,0.0,0.0,3.86
2021-05-07T03:00,4.0,0.0,0.0,3.66
2021-05-07T04:00,4.1,0.0,13.0,3.45
2021-05-07T05:00,4.2,0.0,91.0,3.49
2021-05-07T06:00,4.9,0.0,218.0,3.45
2021-05-07T07:00,6.2,0.0,372.0,2.95
2021-05-07T08:00,7.5,0.0,516.0,2.9
2021-05-07T09:00,8.3,0.0,612.0,2.27
2021-05-07T10:00,8.8,0.2,640.0,2.08
2021-05-07T11:00,9.4,0.3,728.0,1.3
2021-05-07T12:00,9.0,0.4,686.0,1.22
2021-05-07T13:00,9.1,0.4,643.0,2.1
2021-05-07T14:00,9.9,0.4,503.0,2.98
2021-05-07T15:00,9.3,0.3,417.0,3.58
2021-05-07T16:00,9.4,0.5,320.0,3.14
2021-05-07T17:00,9.6,0.4,161.0,2.87
2021-05-07T18:00,9.2,0.5,69.0,2.56
2021-05-07T19:00,9.0,0.0,15.0,2.13
2021-05-07T20:00,7.4,0.0,0.0,1.92
2021-05-07T21:00,6.5,0.0,0.0,1.49
2021-05-07T22:00,5.0,0.0,0.0,2.1
2021-05-07T23:00,3.9,0.0,0.0,2.2
2021-05-08T00:00,2.9,0.0,0.0,2.12
2021-05-08T01:00,2.2,0.0,0.0,1.77
2021-05-08T02:00,1.5,0.0,0.0,2.19
2021-05-08T03:00,1.5,0.0,0.0,2.01
2021-05-08T04:00,2.1,0.0,9.0,2.05
2021-05-08T05:00,3.5,0.0,45.0,3.11
2021-05-08T06:00,4.7,0.1,68.0,3.62
2021-05-08T07:00,6.3,0.3,108.0,4.6
2021-05-08T08:00,7.2,0.7,114.0,5.88
2021-05-08T09:00,6.3,1.2,115.0,6.84
2021-05-08T10:00,6.3,1.4,96.0,6.79
2021-05-08T11:00,6.8,1.0,98.0,7.35
2021-05-08T12:00,7.3,0.4,81.0,7.48
2021-05-08T13:00,8.0,0.1,74.0,7.57
2021-05-08T14:00,8.4,0.1,88.0,7.08
2021-05-08T15:00,8.8,0.0,100.0,5.16
2021-05-08T16:00,10.0,0.0,86.0,4.62
2021-05-08T17:00,11.2,0.0,108.0,4.18
2021-05-08T18:00,12.7,0.0,74.0,4.07
2021-05-08T19:00,12.6,0.0,15.0,3.71
2021-05-08T20:00,11.9,0.0,0.0,3.2
2021-05-08T21:00,11.2,0.0,0.0,2.77
2021-05-08T22:00,9.9,0.0,0.0,1.8
2021-05-08T23:00,10.2,0.3,0.0,2.52
2021-05-09T00:00,10.5,0.5,0.0,2.43
2021-05-09T01:00,10.9,0.2,0.0,2.77
2021-05-09T02:00,11.0,0.0,0.0,3.01
2021-05-09T03:00,11.0,0.1,0.0,3.1
2021-05-09T04:00,11.0,0.0,5.0,3.22
2021-05-09T05:00,11.1,0.0,27.0,3.37
2021-05-09T06:00,11.3,0.0,116.0,3.86
2021-05-09T07:00,12.0,0.0,256.0,4.52
2021-05-09T08:00,13.1,0.0,376.0,5.19
2021-05-09T09:00,14.3,0.0,512.0,5.42
2021-05-09T10:00,14.7,0.0,660.0,4.14
2021-05-09T11:00,15.7,0.0,563.0,5.47
2021-05-09T12:00,16.0,0.0,398.0,5.83
2021-05-09T13:00,15.9,0.0,466.0,6.14
2021-05-09T14:00,16.4,0.0,422.0,6.17
2021-05-09T15:00,16.2,0.0,282.0,6.39
2021-05-09T16:00,15.6,0.0,159.0,4.84
2021-05-09T17:00,15.0,0.0,106.0,4.46
2021-05-09T18:00,14.3,0.0,79.0,4.02
2021-05-09T19:00,13.8,0.0,14.0,3.92
2021-05-09T20:00,13.2,0.0,0.0,3.71
2021-05-09T21:00,12.6,0.0,0.0,3.64
2021-05-09T22:00,11.5,0.0,0.0,4.0
2021-05-09T23:00,10.9,0.0,0.0,3.35
2021-05-10T00:00,10.7,0.0,0.0,3.21
2021-05-10T01:00,10.5,0.0,0.0,2.9
2021-05-10T02:00,10.0,0.0,0.0,2.31
2021-05-10T03:00,9.6,0.0,0.0,2.4
2021-05-10T04:00,9.7,0.0,15.0,1.94
2021-05-10T05:00,9.5,0.0,100.0,2.2
2021-05-10T06:00,9.7,0.0,79.0,3.1
2021-05-10T07:00,11.0,0.0,233.0,3.11
2021-05-10T08:00,12.2,0.0,420.0,3.28
2021-05-10T09:00,13.4,0.0,550.0,3.98
2021-05-10T10:00,14.2,0.0,601.0,5.15
2021-05-10T11:00,14.3,0.1,548.0,4.98
2021-05-10T12:00,14.6,0.2,646.0,5.04
2021-05-10T13:00,14.6,0.8,595.0,6.41
2021-05-10T14:00,14.2,0.0,476.0,6.38
2021-05-10T15:00,14.3,0.0,339.0,6.14
2021-05-10T16:00,14.0,0.0,303.0,6.42
2021-05-10T17:00,14.2,0.0,240.0,5.98
2021-05-10T18:00,14.2,0.0,116.0,5.69
2021-05-10T19:00,13.5,0.0,23.0,5.45
2021-05-10T20:00,12.0,0.0,0.0,5.7
2021-05-10T21:00,11.1,0.0,0.0,6.11
2021-05-10T22:00,10.7,0.0,0.0,6.58
2021-05-10T23:00,9.9,0.0,0.0,6.24
2021-05-11T00:00,9.6,0.0,0.0,6.0
2021-05-11T01:00,9.1,0.0,0.0,6.12
2021-05-11T02:00,8.4,0.0,0.0,5.75
2021-05-11T03:00,8.0,0.0,0.0,5.43
2021-05-11T04:00,7.7,0.0,21.0,5.15
2021-05-11T05:00,7.3,0.0,122.0,4.68
2021-05-11T06:00,8.5,0.0,254.0,4.39
2021-05-11T07:00,9.7,0.0,399.0,4.36
2021-05-11T08:00,11.0,0.0,555.0,4.81
2021-05-11T09:00,12.1,0.0,655.0,5.0
2021-05-11T10:00,13.1,0.0,699.0,4.52
2021-05-11T11:00,14.3,0.0,620.0,4.32
2021-05-11T12:00,14.9,0.0,605.0,4.9
2021-05-11T13:00,15.2,0.0,612.0,4.72
2021-05-11T14:00,15.3,0.0,561.0,4.97
2021-05-11T15:00,14.2,0.1,296.0,5.19
2021-05-11T16:00,11.7,0.7,95.0,4.95
2021-05-11T17:00,10.0,0.7,67.0,4.74
2021-05-11T18:00,9.4,1.0,29.0,4.39
2021-05-11T19:00,8.6,0.8,7.0,3.64
2021-05-11T20:00,8.6,0.6,0.0,2.97
2021-05-11T21:00,8.4,0.1,0.0,3.01
2021-05-11T22:00,7.8,0.0,0.0,2.32
2021-05-11T23:00,7.7,0.0,0.0,2.7
2021-05-12T00:00,7.1,0.0,0.0,2.8
2021-05-12T01:00,6.8,0.0,0.0,2.5
2021-05-12T02:00,6.4,0.0,0.0,1.7
2021-05-12T03:00,6.1,0.0,0.0,1.39
2021-05-12T04:00,6.8,0.0,16.0,1.32
2021-05-12T05:00,6.8,0.0,82.0,0.9
2021-05-12T06:00,7.7,0.0,176.0,1.28
2021-05-12T07:00,8.9,0.0,319.0,1.8
2021-05-12T08:00,9.7,0.0,363.0,1.91
2021-05-12T09:00,10.9,0.1,455.0,1.66
2021-05-12T10:00,12.1,0.2,474.0,2.33
2021-05-12T11:00,12.7,0.0,497.0,2.33
2021-05-12T12:00,13.6,0.1,548.0,2.6
2021-05-12T13:00,13.9,0.1,620.0,2.38
2021-05-12T14:00,14.1,0.0,473.0,2.33
2021-05-12T15:00,13.7,0.0,403.0,2.0
2021-05-12T16:00,13.8,0.0,337.0,2.21
2021-05-12T17:00,13.8,0.0,246.0,2.39
2021-05-12T18:00,13.6,0.3,112.0,2.15
2021-05-12T19:00,12.7,0.0,23.0,2.02
2021-05-12T20:00,11.0,0.0,0.0,1.84
2021-05-12T21:00,9.3,0.0,0.0,1.36
2021-05-12T22:00,8.9,0.0,0.0,1.46
2021-05-12T23:00,7.4,0.0,0.0,1.58
2021-05-13T00:00,7.1,0.0,0.0,1.4
2021-05-13T01:00,7.1,0.0,0.0,0.85
2021-05-13T02:00,6.9,0.0,0.0,0.4
2021-05-13T03:00,6.0,0.0,0.0,0.42
2021-05-13T04:00,6.0,0.0,18.0,1.02
2021-05-13T05:00,6.6,0.0,92.0,1.12
2021-05-13T06:00,7.8,0.0,178.0,1.7
2021-05-13T07:00,9.1,0.0,334.0,2.33
2021-05-13T08:00,10.5,0.0,451.0,2.38
2021-05-13T09:00,11.6,0.0,603.0,2.38
2021-05-13T10:00,12.2,0.0,651.0,3.13
2021-05-13T11:00,12.5,0.0,729.0,3.05
2021-05-13T12:00,12.7,0.3,572.0,3.22
2021-05-13T13:00,11.7,0.0,598.0,3.96
2021-05-13T14:00,12.3,0.1,500.0,5.02
2021-05-13T15:00,11.0,0.0,442.0,5.73
2021-05-13T16:00,10.4,0.0,333.0,5.67
2021-05-13T17:00,9.6,0.0,232.0,4.67
2021-05-13T18:00,8.7,0.0,96.0,4.22
2021-05-13T19:00,8.2,0.0,20.0,3.86
2021-05-13T20:00,7.9,0.0,0.0,3.53
2021-05-13T21:00,7.7,0.0,0.0,3.23
2021-05-13T22:00,7.5,0.0,0.0,2.93
2021-05-13T23:00,7.5,0.0,0.0,3.4
2021-05-14T00:00,7.6,0.0,0.0,3.72
2021-05-14T01:00,7.5,0.0,0.0,3.95
