#kind=historical_reanalysis
#name=Newcastle upon Tyne, May-August 2023
#source=Open-Meteo Historical Weather API; ECMWF ERA5
#source_url=https://archive-api.open-meteo.com/v1/archive?latitude=54.9783&longitude=-1.6178&start_date=2023-05-01&end_date=2023-09-01&hourly=temperature_2m%2Crain%2Cshortwave_radiation%2Cwind_speed_10m&timezone=GMT&wind_speed_unit=ms&models=era5
#raw_sha256=0c8dea1e028ece9f7ed137e0041db6935947d84ef34c817d36ddcc6049b482a2
#license=CC BY 4.0; credit Open-Meteo and Copernicus Climate Change Service
#time_basis=UTC; rain and solar shifted to interval-start; temperature and wind instantaneous
time_utc,temperature_c,rain_mm_hour,solar_wm2,wind_ms
2023-06-02T10:00,13.3,0.0,785.0,4.17
2023-06-02T11:00,13.9,0.0,840.0,4.0
2023-06-02T12:00,14.4,0.0,856.0,3.83
2023-06-02T13:00,14.9,0.0,816.0,3.61
2023-06-02T14:00,15.1,0.0,737.0,3.55
2023-06-02T15:00,14.9,0.0,624.0,3.62
2023-06-02T16:00,14.6,0.0,487.0,3.36
2023-06-02T17:00,14.3,0.0,339.0,3.14
2023-06-02T18:00,13.6,0.0,193.0,2.82
2023-06-02T19:00,12.6,0.0,71.0,2.34
2023-06-02T20:00,11.3,0.0,5.0,1.58
2023-06-02T21:00,9.8,0.0,0.0,1.65
2023-06-02T22:00,8.6,0.0,0.0,1.44
2023-06-02T23:00,8.6,0.0,0.0,1.48
2023-06-03T00:00,8.4,0.0,0.0,1.48
2023-06-03T01:00,7.6,0.0,0.0,1.36
2023-06-03T02:00,6.6,0.0,0.0,1.46
2023-06-03T03:00,6.3,0.0,2.0,1.2
2023-06-03T04:00,6.0,0.0,57.0,0.85
2023-06-03T05:00,7.1,0.0,164.0,0.72
2023-06-03T06:00,8.8,0.0,236.0,0.81
2023-06-03T07:00,10.5,0.0,354.0,1.12
2023-06-03T08:00,12.3,0.0,569.0,1.49
2023-06-03T09:00,13.8,0.0,711.0,2.0
2023-06-03T10:00,14.7,0.0,807.0,2.61
2023-06-03T11:00,15.8,0.0,854.0,2.62
2023-06-03T12:00,16.4,0.0,856.0,2.6
2023-06-03T13:00,16.9,0.0,817.0,2.44
2023-06-03T14:00,17.1,0.0,736.0,2.51
2023-06-03T15:00,17.0,0.0,623.0,2.95
2023-06-03T16:00,16.5,0.0,486.0,3.35
2023-06-03T17:00,15.7,0.0,338.0,3.31
2023-06-03T18:00,14.9,0.0,193.0,2.79
2023-06-03T19:00,13.7,0.0,72.0,2.28
2023-06-03T20:00,12.4,0.0,5.0,1.68
2023-06-03T21:00,10.9,0.0,0.0,1.36
2023-06-03T22:00,9.4,0.0,0.0,1.64
2023-06-03T23:00,8.8,0.0,0.0,1.8
2023-06-04T00:00,8.4,0.0,0.0,1.63
2023-06-04T01:00,7.9,0.0,0.0,1.91
2023-06-04T02:00,7.8,0.0,0.0,1.8
2023-06-04T03:00,7.8,0.0,2.0,1.71
2023-06-04T04:00,8.2,0.0,42.0,2.04
2023-06-04T05:00,8.5,0.0,126.0,2.51
2023-06-04T06:00,9.7,0.0,163.0,3.41
2023-06-04T07:00,11.0,0.0,267.0,3.55
2023-06-04T08:00,11.7,0.0,298.0,3.4
2023-06-04T09:00,12.1,0.0,364.0,3.29
2023-06-04T10:00,12.7,0.0,561.0,3.09
2023-06-04T11:00,13.6,0.0,614.0,3.05
2023-06-04T12:00,14.0,0.0,673.0,2.92
2023-06-04T13:00,14.5,0.0,625.0,3.04
2023-06-04T14:00,14.7,0.0,553.0,3.05
2023-06-04T15:00,14.6,0.0,499.0,3.06
2023-06-04T16:00,14.5,0.0,409.0,2.97
2023-06-04T17:00,14.2,0.0,290.0,2.78
2023-06-04T18:00,13.4,0.0,163.0,2.64
2023-06-04T19:00,12.8,0.0,65.0,2.59
2023-06-04T20:00,11.8,0.0,5.0,2.28
2023-06-04T21:00,10.7,0.0,0.0,1.75
2023-06-04T22:00,10.0,0.0,0.0,1.14
2023-06-04T23:00,9.3,0.0,0.0,1.22
2023-06-05T00:00,9.0,0.0,0.0,1.44
2023-06-05T01:00,9.0,0.0,0.0,1.53
2023-06-05T02:00,9.2,0.0,0.0,1.57
2023-06-05T03:00,9.6,0.0,2.0,1.71
2023-06-05T04:00,9.7,0.0,37.0,1.9
2023-06-05T05:00,9.9,0.0,102.0,2.47
2023-06-05T06:00,10.3,0.0,179.0,2.86
2023-06-05T07:00,10.9,0.0,313.0,3.0
2023-06-05T08:00,11.4,0.0,431.0,3.13
2023-06-05T09:00,12.3,0.0,472.0,3.18
2023-06-05T10:00,13.0,0.0,589.0,2.92
2023-06-05T11:00,13.7,0.0,609.0,3.04
2023-06-05T12:00,14.1,0.0,533.0,3.11
2023-06-05T13:00,14.1,0.0,586.0,3.04
2023-06-05T14:00,14.4,0.0,457.0,3.18
2023-06-05T15:00,14.1,0.0,358.0,3.28
2023-06-05T16:00,13.7,0.0,356.0,3.41
2023-06-05T17:00,13.6,0.0,206.0,3.49
2023-06-05T18:00,12.8,0.0,130.0,3.62
2023-06-05T19:00,12.1,0.0,46.0,3.64
2023-06-05T20:00,11.3,0.0,4.0,3.41
2023-06-05T21:00,10.7,0.0,0.0,3.19
2023-06-05T22:00,10.4,0.0,0.0,2.61
2023-06-05T23:00,10.3,0.0,0.0,2.42
2023-06-06T00:00,10.4,0.0,0.0,2.37
2023-06-06T01:00,10.5,0.0,0.0,2.28
2023-06-06T02:00,10.6,0.0,0.0,2.31
2023-06-06T03:00,10.6,0.0,1.0,2.47
